2023-05-14 20:05:288 INFO  ElectronicsPage :34 - This method select menu on top menu 
2023-05-17 21:05:166 INFO  RegisterPage :114 - get Registration Completed Text [[ChromeDriver: chrome on WINDOWS (81395fb9aef509315069be1d5c5f4c73)] -> xpath: //div[@class='result']]
2023-05-17 21:05:523 INFO  ElectronicsPage :34 - This method select menu on top menu 
2023-05-17 21:05:644 INFO  ElectronicsPage :24 - get Electronics HeaderText [[ChromeDriver: chrome on WINDOWS (12f8d9e56d922a8933af5cd28071d76d)] -> xpath: //h1[normalize-space()='Electronics']]
2023-05-17 21:05:211 INFO  HomePage :48 - click On Computer Tab [[ChromeDriver: chrome on WINDOWS (4116ef9e965a13ef50f36e00778e38ac)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-05-17 21:05:378 INFO  ComputersPage :30 - click On Desktop [[ChromeDriver: chrome on WINDOWS (4116ef9e965a13ef50f36e00778e38ac)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-05-17 21:05:782 INFO  ComputersPage :100 - Get all product name after shorting 
2023-05-17 21:05:172 INFO  HomePage :48 - click On Computer Tab [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //ul[@class='top-menu notmobile']//a[normalize-space()='Computers']]
2023-05-17 21:05:814 INFO  ComputersPage :30 - click On Desktop [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //li[@class='active last']//a[normalize-space()='Desktops']]
2023-05-17 21:05:276 INFO  ComputersPage :46 - select Value From Shorting DropDown [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //select[@id='products-orderby']]
2023-05-17 21:05:356 INFO  ComputersPage :59 - click Add to Cart By ProductName 
2023-05-17 21:05:159 INFO  BuildYourOwnComputerPage :56 - get Build Your Own Computer Text [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //h1[normalize-space()='Build your own computer']]
2023-05-17 21:05:210 INFO  BuildYourOwnComputerPage :68 - select Processor [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //select[@id='product_attribute_1']]
2023-05-17 21:05:299 INFO  BuildYourOwnComputerPage :80 - select Ram [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //select[@id='product_attribute_2']]
2023-05-17 21:05:364 INFO  BuildYourOwnComputerPage :92 - select HDD 
2023-05-17 21:05:423 INFO  BuildYourOwnComputerPage :104 - select Os 
2023-05-17 21:05:497 INFO  BuildYourOwnComputerPage :115 -  select Microsoft Office SoftwareOption [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='product_attribute_5_10']]
2023-05-17 21:05:687 INFO  BuildYourOwnComputerPage :126 -  select Total Commander Software Option [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='product_attribute_5_12']]
2023-05-17 21:05:759 INFO  BuildYourOwnComputerPage :138 - get Total Price Text [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //div[@class='product-price']//span]
2023-05-17 21:05:810 INFO  BuildYourOwnComputerPage :149 - click On Add to Cart [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[@id='add-to-cart-button-1']]
2023-05-17 21:05:884 INFO  BuildYourOwnComputerPage :161 - get Successfully Added To CartText [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //div[@id='bar-notification']]
2023-05-17 21:05:918 INFO  CellPhonePage :136 - close Notification Bar [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //span[@title='Close']]
2023-05-17 21:05:965 INFO  BuildYourOwnComputerPage :183 - mouse Hover To ShoppingCart [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //span[@class='cart-label']]
2023-05-17 21:05:107 INFO  BuildYourOwnComputerPage :185 - mouse Hover To ShoppingCart And ClickOnCart [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[normalize-space()='Go to cart']]
2023-05-17 21:05:525 INFO  ShoppingCartPage :49 - get Shopping CartText [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //h1[normalize-space()='Shopping cart']]
2023-05-17 21:05:566 INFO  ShoppingCartPage :73 - change Value Of Quantity [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[contains(@id,'itemquantity')]]
2023-05-17 21:05:667 INFO  ShoppingCartPage :84 - update Shopping Cart [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[@id='updatecart']]
2023-05-17 21:05:532 INFO  ShoppingCartPage :61 - get PriceText [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //span[@class='value-summary']//strong]
2023-05-17 21:05:583 INFO  ShoppingCartPage :95 - select Terms And Condition [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='termsofservice']]
2023-05-17 21:05:652 INFO  ShoppingCartPage :106 - click On CheckOut [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[@id='checkout']]
2023-05-17 21:05:396 INFO  LoginPage :32 - get Welcome Text [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2023-05-17 21:05:415 INFO  LoginPage :40 - click On Guest Checkout [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[normalize-space()='Checkout as Guest']]
2023-05-17 21:05:999 INFO  CheckOutPage :95 - enter Firstname [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='BillingNewAddress_FirstName']]
2023-05-17 21:05:81 INFO  CheckOutPage :107 - enter Lastname [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='BillingNewAddress_LastName']]
2023-05-17 21:05:183 INFO  CheckOutPage :119 - enter Email [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='BillingNewAddress_Email']]
2023-05-17 21:05:302 INFO  CheckOutPage :131 - select Country [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='BillingNewAddress_Email']]
2023-05-17 21:05:395 INFO  CheckOutPage :143 - enter City [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='BillingNewAddress_City']]
2023-05-17 21:05:499 INFO  CheckOutPage :155 - enter Address1 [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='BillingNewAddress_Address1']]
2023-05-17 21:05:591 INFO  CheckOutPage :167 - enter Address1 [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='BillingNewAddress_ZipPostalCode']]
2023-05-17 21:05:682 INFO  CheckOutPage :179 - enter Phone Number [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='BillingNewAddress_PhoneNumber']]
2023-05-17 21:05:777 INFO  CheckOutPage :190 - click On Continue [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[@onclick='Billing.save()']]
2023-05-17 21:05:836 INFO  CheckOutPage :201 - select Next DayAir [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='shippingoption_1']]
2023-05-17 21:05:897 INFO  CheckOutPage :212 - click On Shipping Continue [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[@class='button-1 shipping-method-next-step-button']]
2023-05-17 21:05:946 INFO  CheckOutPage :223 - click On CreditCard [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='paymentmethod_1']]
2023-05-17 21:05:10 INFO  CheckOutPage :234 - click On Payment Continue [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[@class='button-1 payment-method-next-step-button']]
2023-05-17 21:05:58 INFO  CheckOutPage :246 - select CreditCard Type [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //select[@id='CreditCardType']]
2023-05-17 21:05:143 INFO  CheckOutPage :258 - enter Card Holder Name [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='CardholderName']]
2023-05-17 21:05:247 INFO  CheckOutPage :270 -  enter CardNumber [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //input[@id='CardNumber']]
2023-05-17 21:05:327 INFO  CheckOutPage :283 -  select Expiration Date 
2023-05-17 21:05:462 INFO  CheckOutPage :296 - enter CardCode 
2023-05-17 21:05:575 INFO  CheckOutPage :354 - click On Payment Info Continue [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[@class='button-1 payment-info-next-step-button']]
2023-05-17 21:05:634 INFO  CheckOutPage :308 - get Payment Type Text [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //span[normalize-space()='Credit Card']]
2023-05-17 21:05:680 INFO  CheckOutPage :320 - get Shipping Method Text [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //span[normalize-space()='Next Day Air']]
2023-05-17 21:05:720 INFO  CheckOutPage :332 - get Total PriceText [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //span[@class='product-subtotal']]
2023-05-17 21:05:754 INFO  CheckOutPage :343 - click On Confirm [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[normalize-space()='Confirm']]
2023-05-17 21:05:142 INFO  HomePage :60 - get Thank You Text [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //h1[normalize-space()='Thank you']]
2023-05-17 21:05:188 INFO  HomePage :72 - get Successful Text [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //strong[normalize-space()='Your order has been successfully processed!']]
2023-05-17 21:05:227 INFO  HomePage :83 - click On Continue [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //button[normalize-space()='Continue']]
2023-05-17 21:05:638 INFO  HomePage :95 - get Welcome Store Text [[ChromeDriver: chrome on WINDOWS (3f8597bb5a232fe0ad9f78c35683d29c)] -> xpath: //h2[normalize-space()='Welcome to our store']]
2023-05-17 21:05:73 INFO  ElectronicsPage :34 - This method select menu on top menu 
2023-05-17 21:05:355 INFO  ElectronicsPage :24 - get Electronics HeaderText [[ChromeDriver: chrome on WINDOWS (f87caf741c44b068d43d3d38a694d541)] -> xpath: //h1[normalize-space()='Electronics']]
